"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"45";10,6;0,399;"HSF1; HSF2 (directAnnotation). ";11;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;SLC5A3"
"46";10,5;0,398;"HSF1 (directAnnotation). ";14;"BAG3;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;OLIG2;SLC5A3;TNFSF14;ZFAND2A"
"47";10,4;0,394;"HSF2 (directAnnotation). ";11;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;SLC5A3"
"48";10,4;0,393;"HSF1 (directAnnotation). ";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;PDK1;SLC5A3;ZFAND2A"
"49";10,4;0,393;"HSF1 (directAnnotation). ";12;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;SLC5A3;ZFAND2A"
"50";10,4;0,393;"HSF1 (directAnnotation). ";11;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;SLC5A3"
"51";10,4;0,393;"HSF2 (directAnnotation). ";11;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;SLC5A3"
"52";10,3;0,39;"HSF1 (directAnnotation). ";11;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;SLC5A3"
"53";10,2;0,387;"";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;SLC5A3;TNFSF14;ZFAND2A"
"54";10,2;0,386;"HSF1 (directAnnotation). ";16;"BAG3;CTNNAL1;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPD1;HSPH1;IER5;OLIG2;SLC5A3;TNFSF14;ZFAND2A"
"55";10,2;0,386;"PPARGC1A (directAnnotation). ";14;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPD1;HSPH1;OLIG2;SLC5A3;TNFSF14;ZFAND2A"
"56";10,1;0,382;"HSF1 (inferredBy_Orthology). ";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"57";10,1;0,381;"HSF2 (directAnnotation). ";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"58";10;0,38;"HSF2 (directAnnotation). ";12;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;PDK1;SLC5A3"
"59";9,97;0,378;"HSF1 (directAnnotation). ";11;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;PDK1;SLC5A3"
"60";9,96;0,378;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";13;"BAG3;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;SLC5A3;TNFSF14;ZFAND2A"
"61";9,8;0,372;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;SLC5A3;TNFSF14;ZFAND2A"
"62";9,66;0,368;"HSF1 (inferredBy_Orthology). ";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"63";9,41;0,359;"HSF2 (directAnnotation). ";18;"BAG3;CSF1;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;OLIG2;PDK1;SERPINH1;SLC5A3;TNFSF14"
"64";9,27;0,354;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";11;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPD1;HSPH1;SLC5A3;TNFSF14"
"65";9,27;0,354;"HSF1 (directAnnotation). ";12;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPH1;OLIG2;SLC5A3;TNFSF14"
"66";9,26;0,354;"";14;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPD1;HSPH1;IER5;SLC5A3;TNFSF14;ZFAND2A"
