"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"112";3,07;0,168;"POU3F1 (directAnnotation). ";19;"ARID3A;BCL11A;CDK1;EIF4E;GFOD1;KDM6B;MAFF;NFATC1;NR4A3;PRDM1;PRDM8;RAB7B;RASGRP3;REV3L;SFMBT2;TIPARP;TTYH2;UBASH3B;ZSCAN5A"
"113";3,07;0,168;"FOXN1; FOXN2; FOXN3; FOXN4; FOXR1; FOXR2 (inferredBy_Orthology). ";9;"GFOD1;NFATC1;NR4A3;OLR1;PRDM1;PRDM8;RASGRP3;SFMBT2;ZSCAN5A"
"114";3,05;0,168;"";14;"ARID3A;BCL11A;EIF4E;GFOD1;KDM6B;LPXN;NR4A3;PRDM1;RBBP8;REV3L;SFMBT2;SLC16A6;TIPARP;ZSCAN5A"
"115";3,05;0,167;"";17;"ARID3A;BCL11A;CDK1;DUSP2;EIF4E;GFOD1;INSIG1;KDM6B;NFATC1;NFKBID;NR4A3;RASGRP3;REV3L;SFMBT2;SLC16A6;UBASH3B;ZSCAN5A"
"116";3,05;0,167;"FOXN1; FOXN2; FOXN3; FOXN4; FOXR1; FOXR2 (inferredBy_Orthology). ";9;"GFOD1;NFATC1;NR4A3;OLR1;PRDM1;PRDM8;RASGRP3;SFMBT2;ZSCAN5A"
"117";3,05;0,167;"POLR2A (directAnnotation). ";13;"ARID3A;BCL11A;CCDC71L;CDK1;EIF4E;GFOD1;KDM6B;NR4A3;PRDM1;PRDM8;REV3L;SFMBT2;UBASH3B"
"118";3,04;0,167;"";10;"BCL11A;CCDC71L;EIF4E;LPXN;NR4A3;PRDM1;PRDM8;REV3L;SFMBT2;SLC16A6"
"119";3,04;0,167;"HOXD9 (inferredBy_Orthology). ";10;"ARID3A;BCL11A;EREG;GFOD1;NFATC1;NR4A3;PRDM1;RASGRP3;REV3L;SFMBT2"
"120";3,04;0,167;"";6;"BCL11A;CCDC71L;NFKBID;NR4A3;PHLDB1;PRDM1"
"121";3,04;0,167;"E2F6 (directAnnotation). ";14;"BCL11A;CCDC71L;CDK1;EIF4E;MMP19;NFATC1;NR4A3;PHLDB1;PRDM1;PRDM8;RASGRP3;SFMBT2;SLC16A6;ZSCAN5A"
"122";3,03;0,167;"";11;"ARID3A;BCL11A;CDK1;GFOD1;KDM6B;NFATC1;NFKBID;NR4A3;REV3L;SFMBT2;UBASH3B"
"123";3,02;0,167;"ZNF202 (directAnnotation). ";11;"ARID3A;BCL11A;CDK1;DUSP2;KDM6B;PRDM1;PRDM8;REV3L;SFMBT2;SLC16A6;ZSCAN5A"
"124";3,02;0,166;"KDM2B (directAnnotation). ";15;"ADA;ARID3A;BCL11A;CCDC71L;CDK1;FSTL3;INSIG1;KDM6B;MAFF;NFATC1;NFKBID;NR4A3;PHLDB1;REV3L;SFMBT2"
"125";3,02;0,166;"HOXA11 (inferredBy_Orthology). ";8;"ARID3A;EREG;MAFF;NFATC1;NR4A3;PHLDB1;REV3L;SFMBT2"
"126";3,02;0,166;"SP100 (inferredBy_Orthology). ";22;"ADA;ARID3A;BCL11A;CCDC71L;CDK1;EIF4E;FSTL3;INSIG1;KDM6B;MAFF;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM8;REV3L;SFMBT2;SLC16A6;TIPARP;TPRA1;UBASH3B;ZSCAN5A"
"127";3,02;0,166;"";14;"ADA;ARID3A;FSTL3;GFOD1;KDM6B;NFATC1;NFKBID;NR4A3;PRDM1;PRDM8;RASGRP3;REV3L;SFMBT2;ZSCAN5A"
"128";3,02;0,166;"";14;"ARID3A;BCL11A;CDK1;GFOD1;KDM6B;NFATC1;NFKBID;NR4A3;PRDM1;PRDM8;REV3L;SFMBT2;TIPARP;UBASH3B"
"129";3,02;0,166;"HOXA3 (directAnnotation). ";15;"ARID3A;BCL11A;CCDC71L;FSTL3;GFOD1;INSIG1;KDM6B;NFATC1;NR4A3;PHLDB1;PRDM8;RASGRP3;REV3L;SFMBT2;UBASH3B"
"130";3,02;0,166;"";7;"ARID3A;CCDC71L;KDM6B;NFATC1;NR4A3;REV3L;UBASH3B"
"131";3,01;0,166;"";14;"ARID3A;BCL11A;CCDC71L;FSTL3;INSIG1;KDM6B;MAFF;NFATC1;NFKBID;NR4A3;PHLDB1;REV3L;SFMBT2;UBASH3B"
"132";3,01;0,166;"KAT2A (directAnnotation). ";9;"ARID3A;BCL11A;GFOD1;KDM6B;NR4A3;PRDM1;RASGRP3;REV3L;SFMBT2"
"133";3;0,166;"";10;"BCL11A;CCDC71L;EIF4E;LPXN;NR4A3;PRDM1;PRDM8;REV3L;SFMBT2;SLC16A6"
"134";3;0,166;"";9;"ARID3A;BCL11A;CCDC71L;DUSP2;MAFF;NFATC1;NR4A3;PRDM8;REV3L"
"135";3;0,166;"";18;"ADA;ARID3A;BCL11A;CCDC71L;EIF4E;FSTL3;GFOD1;INSIG1;KDM6B;MAFF;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM8;REV3L;SFMBT2;UBASH3B"
"136";3;0,166;"DAZAP1 (directAnnotation). ";14;"BCL11A;EREG;GFOD1;KDM6B;MMP19;NFKBID;NR4A3;PHLDB1;PRDM1;PRDM8;RASGRP3;SFMBT2;SLC16A6;TFPI"
"137";NA;NA;NA;NA;NA
"138";NA;NA;NA;NA;NA
"139";NA;NA;NA;NA;NA
"140";NA;NA;NA;NA;NA
"141";NA;NA;NA;NA;NA
"142";NA;NA;NA;NA;NA
"143";NA;NA;NA;NA;NA
"144";NA;NA;NA;NA;NA
"145";NA;NA;NA;NA;NA
"146";NA;NA;NA;NA;NA
"147";NA;NA;NA;NA;NA
"148";NA;NA;NA;NA;NA
"149";NA;NA;NA;NA;NA
"150";NA;NA;NA;NA;NA
"151";NA;NA;NA;NA;NA
"152";NA;NA;NA;NA;NA
"153";NA;NA;NA;NA;NA
"154";NA;NA;NA;NA;NA
"155";NA;NA;NA;NA;NA
"156";NA;NA;NA;NA;NA
"157";NA;NA;NA;NA;NA
"158";NA;NA;NA;NA;NA
"159";NA;NA;NA;NA;NA
"160";NA;NA;NA;NA;NA
"161";NA;NA;NA;NA;NA
"162";NA;NA;NA;NA;NA
"163";NA;NA;NA;NA;NA
"164";NA;NA;NA;NA;NA
"165";NA;NA;NA;NA;NA
"166";NA;NA;NA;NA;NA
"167";NA;NA;NA;NA;NA
"168";NA;NA;NA;NA;NA
"169";NA;NA;NA;NA;NA
"170";NA;NA;NA;NA;NA
"171";NA;NA;NA;NA;NA
"172";NA;NA;NA;NA;NA
"173";NA;NA;NA;NA;NA
"174";NA;NA;NA;NA;NA
"175";NA;NA;NA;NA;NA
"176";NA;NA;NA;NA;NA
"177";NA;NA;NA;NA;NA
"178";NA;NA;NA;NA;NA
"179";NA;NA;NA;NA;NA
"180";NA;NA;NA;NA;NA
"181";NA;NA;NA;NA;NA
"182";NA;NA;NA;NA;NA
"183";NA;NA;NA;NA;NA
"184";NA;NA;NA;NA;NA
