"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"55";3,24;0,0801;"ZIC1; ZIC2; ZIC3 (directAnnotation). ";31;"A2M;ADGRG6;ADORA3;ANTXR1;APOC1;BCO2;CCND1;CMKLR1;DAB2;DNAJC5B;EGR2;ENPP2;FCHO2;FRMD4A;GCLC;GCNT1;GFRA2;ITM2C;KCNMA1;LGMN;MGAT4A;OLFML2B;OSBPL1A;PLXDC1;RND3;SDC3;SLC7A8;SRGAP3;STON2;TNFRSF13C;TPM1"
"56";3,24;0,0801;"";20;"BCO2;C1QB;CMKLR1;DNAJC5B;EGR2;ENPP2;FILIP1L;FRMD4A;FRMD4B;GCNT1;IGF1;KCNMA1;LIMA1;LPAR6;MGAT4A;OLFML2B;OSBPL1A;PRKACB;SLCO2B1;STON2"
"57";3,24;0,0801;"ZNF549 (directAnnotation). ";26;"CD163L1;CMKLR1;CTTNBP2;DAB2;DNAJC5B;EGR2;ENPP2;FILIP1L;FRMD4A;FRMD4B;GCNT1;IGF1;ITGA9;KCNMA1;LIMA1;LPAR6;ME1;OSBPL1A;RND3;SDC3;SESN1;SLC7A8;SRGAP3;STON2;TMEM37;TPM1"
"58";3,24;0,08;"ZNF791 (directAnnotation). ";11;"CMKLR1;CXCL12;FCHO2;FILIP1L;GCNT1;GPR155;KCNMA1;LYVE1;PRKACB;SESN1;SIGLEC1"
"59";3,24;0,08;"MAF (directAnnotation). ";9;"ADORA3;CMKLR1;DAB2;GALM;LYVE1;SDC3;SIGLEC1;SLC7A8;TMEM37"
"60";3,22;0,0798;"";8;"ACE;CCND1;GCLC;IGFBP4;ITGA9;KCNMA1;PLTP;TPM1"
"61";3,2;0,0795;"";16;"A2M;BCO2;DAB2;DNAJC5B;FILIP1L;FRMD4A;IGF1;KCNMA1;LIMA1;LPAR6;OSBPL1A;SERPINF1;SHE;SLC40A1;SLC7A8;TPM1"
"62";3,19;0,0793;"";15;"ANTXR1;CCND1;CD84;CENPE;CMKLR1;EGR2;ENPP2;GPR34;IGF1;ITGA9;KCNMA1;MGAT4A;NRP1;OLFML2B;PRKACB"
"63";3,19;0,0793;"";10;"AXL;CD209;CTSC;DNAJC5B;FRMD4A;GPR155;PDK4;PIK3IP1;STON2;VCAM1"
"64";3,18;0,0792;"HOXC10 (directAnnotation). ";15;"ACE;BCO2;CD163L1;CXCL12;DNAJC5B;KCNMA1;LGMN;LIMA1;LPAR6;MAF;ME1;MGAT4A;PRKACB;SLCO2B1;STON2"
"65";3,18;0,0792;"";10;"ADORA3;CMKLR1;FILIP1L;LPAR6;MAF;ME1;OSBPL1A;PRKACB;SLC7A8;SLCO2B1"
"66";3,18;0,0791;"";38;"A2M;ADGRG6;ADORA3;AXL;C1orf54;C1QB;C1QC;CCL24;CD84;CENPE;CMKLR1;CTSC;CTTNBP2;DNAJC5B;DNASE1L3;EGR2;FCHO2;FILIP1L;FRMD4A;FRMD4B;FUCA1;GFRA2;GPR155;IGFBP4;KCNMA1;LPAR6;NRP1;OSBPL1A;P2RY6;PIK3IP1;PLD3;PLTP;PRKACB;S100B;SERPINF1;SHE;SIGLEC1;VSIG4"
"67";3,17;0,079;"MAFF (directAnnotation). ";6;"CMKLR1;GALM;LYVE1;SIGLEC1;SLC7A8;TMEM37"
"68";3,17;0,079;"";10;"ACE;CCND1;CD163L1;CMKLR1;DNAJC5B;MAF;ME1;MGAT4A;STON2;TPM1"
"69";3,15;0,0788;"";13;"ACE;CCND1;CTTNBP2;EGR2;FILIP1L;FRMD4A;KCNMA1;LIMA1;MAF;OSBPL1A;PER3;SLC40A1;STON2"
"70";3,15;0,0787;"TEAD1 (directAnnotation). ";15;"ADGRG6;AXL;C2;CCND1;CMKLR1;CTTNBP2;DAB2;DNAJC5B;FRMD4A;GCNT1;LPAR6;MAF;MGAT4A;RND3;STON2"
"71";3,14;0,0787;"RXRG (inferredBy_Orthology). ";16;"CMKLR1;FRMD4A;GCLC;GCNT1;GPR155;ITGB5;KCNMA1;LIMA1;MGAT4A;OTOA;P2RY6;PLD3;PLXDC1;SRGAP3;STON2;WWP1"
"72";3,14;0,0787;"";10;"ADGRG6;BCO2;C1QB;FILIP1L;FRMD4A;GCNT1;LGMN;OSBPL1A;SLC40A1;TPM1"
"73";3,14;0,0786;"SPIB (directAnnotation). ";8;"A2M;ADORA3;AXL;C1orf54;C1QC;FILIP1L;IGFBP4;SIGLEC1"
"74";3,13;0,0786;"";23;"A2M;C1QB;C2;CCND1;CD163L1;CENPE;CXCL12;DNAJC5B;ENPP2;FILIP1L;FRMD4A;GPR155;ITGB5;LIMA1;LPAR6;MGAT4A;PRKACB;RND3;SLC7A8;SPRED1;TMEM26;TPM1;WWP1"
"75";3,13;0,0786;"MAFK (directAnnotation). ";19;"ADORA3;CENPE;CMKLR1;DAB2;FILIP1L;GIMAP8;IGF1;KCNMA1;LPAR6;LYVE1;MAF;ME1;OSBPL1A;SIGLEC1;SLC40A1;SLC7A8;STON2;TMEM26;TMEM37"
"76";3,12;0,0784;"";7;"GATM;IGF1;MAF;PIK3IP1;RND3;SHE;SLC7A8"
"77";3,12;0,0783;"HOXC11 (directAnnotation). ";10;"ACE;BCO2;CD163L1;CXCL12;KCNMA1;LGMN;LPAR6;MAF;SLCO2B1;STON2"
"78";3,11;0,0783;"HOXB1 (directAnnotation). ";13;"A2M;ADGRG6;C1QB;C1QC;CCL24;CCND1;CXCL12;FRMD4A;KCNMA1;OSBPL1A;SLC7A8;SLCO2B1;STON2"
"79";3,11;0,0782;"HNF4A; HNF4G; NR2F1; NR2F2; PDX1 (directAnnotation). ";11;"BCO2;CD163L1;GCNT1;ME1;MGAT4A;SHE;SLC40A1;SLC7A8;STON2;TPM1;VMO1"
"80";3,11;0,0782;"";7;"BCO2;C1QC;EGR2;IGFBP4;SLC40A1;SLC7A8;STON2"
"81";3,1;0,0781;"HOXC11 (directAnnotation). ";12;"ACE;BCO2;CCND1;CD163L1;CXCL12;KCNMA1;LGMN;LPAR6;MAF;PRKACB;SLCO2B1;STON2"
"82";3,1;0,078;"";18;"ADORA3;FUCA1;GCNT1;ITGA9;KCNMA1;LIMA1;MAF;MERTK;NRP1;OLFML2B;RND3;SDC3;SERPINF1;SLC40A1;SPRED1;SRGAP3;STON2;TPM1"
"83";3,09;0,0779;"FOXM1 (directAnnotation). ";8;"AXL;C1QC;CCND1;CMKLR1;CTTNBP2;DNAJC5B;KCNMA1;SIGLEC1"
"84";3,07;0,0777;"HOXA10 (directAnnotation). ";17;"ACE;BCO2;CCND1;CD163L1;CMKLR1;CXCL12;DNAJC5B;KCNMA1;LGMN;LPAR6;MAF;ME1;MGAT4A;PRKACB;SLCO2B1;STON2;WWP1"
"85";3,07;0,0776;"SPIC (inferredBy_Orthology). ";45;"A2M;ADGRG6;ADORA3;C1orf54;C1QB;C1QC;CCL24;CD209;CENPE;CLIC2;CMKLR1;CTSC;DAB2;DNAJC5B;DNASE1L3;FCHO2;FILIP1L;FRMD4A;FRMD4B;FUCA1;GATM;GCNT1;GFRA2;GPR155;IGF1;IGFBP4;KCNMA1;LIPA;MGAT4A;OSBPL1A;P2RY6;PIK3IP1;PLD3;PRKACB;S100B;SDC3;SERPINF1;SHE;SIGLEC1;SLC7A8;SRGAP3;STON2;TMEM37;TPM1;VSIG4"
"86";3,06;0,0775;"FOXB1 (directAnnotation). ";10;"EGR2;ENPP2;FRMD4A;LIMA1;MAF;MGAT4A;OLFML2B;RND3;SLC40A1;SPRED1"
"87";3,05;0,0774;"ETS1; TFAP4 (directAnnotation). ";14;"CMKLR1;DAB2;DNAJC5B;FILIP1L;FRMD4B;GCNT1;GFRA2;KCNMA1;MGAT4A;PRKACB;SERPINF1;SLC7A8;SLCO2B1;SPRED1"
"88";3,05;0,0774;"";11;"C1QA;C1QB;CD84;DAB2;DNAJC5B;GCNT1;IGF1;MAF;OSBPL1A;PER3;RND3"
"89";3,05;0,0774;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";10;"DNAJC5B;FRMD4A;FRMD4B;GFRA2;IGFBP4;MERTK;MGAT4A;SESN1;TPM1;WWP1"
"90";3,05;0,0774;"";17;"A2M;ADGRG6;CTTNBP2;DNAJC5B;ENPP2;FRMD4A;FRMD4B;FUCA1;IGF1;KCNMA1;PLXDC1;PRKACB;SERPINF1;STON2;TMEM26;TPM1;WWP1"
