"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"IL1A_IL12RB2","IL1A","IL12RB2",424,1093,1.04123246167933e-05,3.34318394990302e-05,343,2.18412484730587,0.00107,0.00785944625407166
"CCL5_CD28","CCL5","CD28",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.18737131713725,0.00475,0.0300877808988764
"CCL5_CD74","CCL5","CD74",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.19134080882832,0.00431,0.0279931034482759
"CCL5_ICOS","CCL5","ICOS",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.19325133603541,0.00423,0.0276335260115607
"PLAU_CCR8","PLAU","CCR8",61,102,1.497999532133e-06,3.11989719021141e-06,119,2.19340806999717,0.0257,0.1317125
"INHBA_IL10RB","INHBA","IL10RB",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.19398833743081,3e-05,0.000276122448979592
"CLCF1_IL12RB2","CLCF1","IL12RB2",21,55,5.15704756963819e-07,1.68229750452576e-06,62,2.20700538187868,0.07653,0.338117612524462
"TNF_CCR6","TNF","CCR6",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.21341511386723,0,0
"INHBA_CCR6","INHBA","CCR6",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.22467834678441,0,0
"TNF_IL12RB1","TNF","IL12RB1",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.22750993862733,0,0
"TNF_CLEC2D","TNF","CLEC2D",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.22775904409077,0,0
"TNF_IL10RA","TNF","IL10RA",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.23229504500577,0,0
"CD80_IL12RB2","CD80","IL12RB2",42,112,1.03140951392764e-06,3.42576946376155e-06,125,2.23300295854263,3e-05,0.000276122448979592
"TNF_IL18R1","TNF","IL18R1",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.23555903665767,0,0
"INHBA_IL12RB1","INHBA","IL12RB1",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.23877317783193,2e-05,0.000189495798319328
"INHBA_CLEC2D","INHBA","CLEC2D",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.23902227595857,1e-05,0.000100222222222222
"CXCL11_IL12RB2","CXCL11","IL12RB2",35,94,8.59507928273032e-07,2.8751993713713e-06,57,2.24327081017069,0.0336,0.16543231441048
"INHBA_IL10RA","INHBA","IL10RA",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.24355827924685,0,0
"INHBA_IL18R1","INHBA","IL18R1",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.24682227380756,1e-05,0.000100222222222222
"IL6_PLAUR","IL6","PLAUR",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.25044739680438,0.00105,0.00781435643564356
"TNF_KLRF1","TNF","KLRF1",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.25469431154089,1e-05,0.000100222222222222
"CXCL9_CXCR3","CXCL9","CXCR3",265,766,6.50770288549581e-06,2.34298161539406e-05,246,2.2585657094379,0.00087,0.00656137123745819
"IL23A_IL12RB2","IL23A","IL12RB2",218,593,5.35350652467203e-06,1.81382258215232e-05,197,2.26167135744436,0.02655,0.135147291196388
"INHBA_KLRF1","INHBA","KLRF1",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.26595755920502,4e-05,0.000362248995983936
"TNFSF14_IL1R1","TNFSF14","IL1R1",92,290,2.25927798288911e-06,8.87029593295402e-06,182,2.27376138492147,5e-05,0.000442156862745098
"TNF_CXCR6","TNF","CXCR6",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.28377017783779,0,0
"INHBA_CXCR6","INHBA","CXCR6",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.29503341255278,1e-05,0.000100222222222222
"IL6_TNFRSF10A","IL6","TNFRSF10A",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.30501877799912,0.00049,0.00382335640138408
"IL6_ADGRE5","IL6","ADGRE5",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.30521204352924,0.00022,0.00181058394160584
"CCL5_IL1R1","CCL5","IL1R1",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.31131108612491,0.00175,0.0125676751592357
"IL6_CD6","IL6","CD6",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.31878284504777,2e-04,0.00167037037037037
"IL6_ITGA4","IL6","ITGA4",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.32083225530695,0.00015,0.00130096153846154
"TNF_IFNGR1","TNF","IFNGR1",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.32466688633762,0,0
"INHBA_IFNGR1","INHBA","IFNGR1",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.33593012237912,0,0
"CXCL9_IL12RB2","CXCL9","IL12RB2",265,766,6.50770288549581e-06,2.34298161539406e-05,246,2.34931949638824,0.00041,0.00325545774647887
