"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"CD99_IL6ST","CD99","IL6ST",429,434,1.06601579900021e-05,1.32624811254114e-05,545,1.23166789620285,0.63783,1
"CD47_NRP1","CD47","NRP1",343,276,8.52315662137698e-06,8.43420458666714e-06,415,1.231893114424,0.68427,1
"PVR_BSG","PVR","BSG",19,36,4.72128209347413e-07,1.10011364173919e-06,52,1.23215071228731,0.44728,0.971729761634506
"EBI3_IL10RA","EBI3","IL10RA",74,72,1.83881513114256e-06,2.20022728347838e-06,108,1.23266392636899,0.5851,1
"CD58_SIGLEC1","CD58","SIGLEC1",187,374,4.64673553410349e-06,1.14289583891794e-05,400,1.23284262404909,0.6267,1
"CXCL11_CD74","CXCL11","CD74",35,94,8.69709859324182e-07,2.87251895343011e-06,57,1.2329142422362,0.99908,1
"APP_ITGAV","APP","ITGAV",208,123,5.16856144969799e-06,3.75872160927557e-06,262,1.23615412346764,0.79928,1
"CD99_ADGRE2","CD99","ADGRE2",429,434,1.06601579900021e-05,1.32624811254114e-05,545,1.24129531949697,0.63292,1
"CD99_IL1RAP","CD99","IL1RAP",429,434,1.06601579900021e-05,1.32624811254114e-05,545,1.24444805596639,0.60183,1
"VEGFA_PILRA","VEGFA","PILRA",1079,1593,2.68119125203083e-05,4.86800286469592e-05,758,1.24688884873265,0.80588,1
"CLU_SIGLEC10","CLU","SIGLEC10",18,64,4.47279356223865e-07,1.95575758531412e-06,47,1.25049434290827,0.16746,0.431674666666667
"IL23A_CD74","IL23A","CD74",218,593,5.41704998093347e-06,1.81213163764261e-05,197,1.25131238967116,0.86943,1
"CXCL9_ITGA4","CXCL9","ITGA4",265,766,6.58494607774023e-06,2.34079735992284e-05,246,1.25170525579599,0.95531,1
"CCL5_CD72","CCL5","CD72",85,275,2.11215251550158e-06,8.4036458743966e-06,177,1.25179853036188,0.50022,1
"ICAM4_SIGLEC1","ICAM4","SIGLEC1",37,75,9.19407565571278e-07,2.29190342028998e-06,96,1.2522015330051,0.9043,1
"LTB_PLXND1","LTB","PLXND1",123,192,3.05640893419641e-06,5.86727275594236e-06,159,1.25376909154772,0.77031,1
"SEMA4D_ACVR1B","SEMA4D","ACVR1B",168,130,4.17460732475607e-06,3.9726325951693e-06,247,1.25661858193715,0.78492,1
"ITGB1_NRP1","ITGB1","NRP1",547,449,1.35923226585808e-05,1.37208618094694e-05,575,1.26060839732761,0.78235,1
"TNFSF12_NRP2","TNFSF12","NRP2",95,43,2.36064104673706e-06,1.31402462763292e-06,119,1.26085736574936,0.6409,1
"SEMA4A_CD226","SEMA4A","CD226",84,106,2.08730366237804e-06,3.23922350067651e-06,168,1.26113075337915,0.45058,0.97778925170068
"OSM_PLAUR","OSM","PLAUR",406,440,1.00886343681605e-05,1.34458333990346e-05,345,1.26171193223183,0.53295,1
"LGALS3_NRP1","LGALS3","NRP1",1287,1058,3.19804739700063e-05,3.2331117582224e-05,896,1.26276172256561,0.52787,1
"IL15_PILRA","IL15","PILRA",73,109,1.81396627801901e-06,3.33089963748811e-06,156,1.26319682773153,0.80822,1
"CCL5_CD36","CCL5","CD36",85,275,2.11215251550158e-06,8.4036458743966e-06,177,1.26397849536836,0.48637,1
"CD99_CCRL2","CD99","CCRL2",429,434,1.06601579900021e-05,1.32624811254114e-05,545,1.26400103158211,0.59159,1
"LTB_SELL","LTB","SELL",123,192,3.05640893419641e-06,5.86727275594236e-06,159,1.2651435054691,0.77262,1
"OSM_SIRPA","OSM","SIRPA",406,440,1.00886343681605e-05,1.34458333990346e-05,345,1.26538848910772,0.52287,1
"ALCAM_PLXND1","ALCAM","PLXND1",113,178,2.80792040296093e-06,5.43945078415489e-06,215,1.26687544452215,0.96524,1
"KLRB1_IL6R","KLRB1","IL6R",111,89,2.75822269671383e-06,2.71972539207745e-06,105,1.26982027245546,0.99716,1
