"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"IL1B_ACVR1","IL1B","ACVR1",7883,1070,0.000195063196219471,3.27936519826092e-05,493,-3.36161488480822,0.01779,0.098131935483871
"IL1B_ADGRG6","IL1B","ADGRG6",7883,1070,0.000195063196219471,3.27936519826092e-05,493,-3.36161488187441,0.03353,0.160755981308411
"CD55_TNFRSF1A","CD55","TNFRSF1A",698,80,1.72718648942269e-05,2.45186183047545e-06,342,-3.34717425686086,0.00018,0.0036936
"PDGFC_NRP2","PDGFC","NRP2",100,24,2.47447921120729e-06,7.35558549142636e-07,103,-3.3467279941828,0.00038,0.006498
"APP_CXCR4","APP","CXCR4",122,22,3.0188646376729e-06,6.7426200338075e-07,117,-3.34664533697554,0.0091,0.061425
"HBEGF_PLAUR","HBEGF","PLAUR",644,199,1.5935646120175e-05,6.09900630330769e-06,321,-3.34469726463613,0.00754,0.0552574285714286
"IL1A_IGF1R","IL1A","IGF1R",692,50,1.71233961415545e-05,1.53241364404716e-06,125,-3.33836682649063,0.27393,0.724361288659794
"LRPAP1_NRP2","LRPAP1","NRP2",277,67,6.8543074150442e-06,2.05343428302319e-06,209,-3.33548828742078,0.00045,0.0072140625
"LGALS9_NRP2","LGALS9","NRP2",450,109,1.11351564504328e-05,3.34066174402281e-06,342,-3.33343239454006,5e-05,0.001603125
"THBS1_ADGRE5","THBS1","ADGRE5",5434,421,0.000134463200337004,1.29029228828771e-05,454,-3.32980192827858,0.03183,0.154775260663507
"IL1B_BSG","IL1B","BSG",7883,1070,0.000195063196219471,3.27936519826092e-05,493,-3.32633944897918,0.00103,0.0122881395348837
"THBS1_ACVR1B","THBS1","ACVR1B",5434,421,0.000134463200337004,1.29029228828771e-05,454,-3.32260632281667,0.11525,0.373017350157729
"VEGFB_NRP2","VEGFB","NRP2",158,39,3.90967715370752e-06,1.19528264235678e-06,143,-3.30621344045224,0.00014,0.003192
"INHBA_CXCR4","INHBA","CXCR4",221,41,5.46859905676812e-06,1.25657918811867e-06,95,-3.30569061475864,0.24349,0.664416861702128
"EREG_ACVR2A","EREG","ACVR2A",5226,266,0.000129316283577693,8.15244058633088e-06,322,-3.29864241109455,0.38735,0.897159413092551
"THBS1_ITGA3","THBS1","ITGA3",5434,421,0.000134463200337004,1.29029228828771e-05,454,-3.29613417920821,0.0844,0.30384
"KLRB1_LTBR","KLRB1","LTBR",208,27,5.14691675931117e-06,8.27503367785466e-07,131,-3.29173115001988,0.02169,0.115305388601036
"CXCL12_IFNGR1","CXCL12","IFNGR1",204,21,5.04793759086288e-06,6.43613730499807e-07,137,-3.29110259561227,1e-05,0.000513
"IL10_CD36","IL10","CD36",259,40,6.40890115702689e-06,1.22593091523773e-06,126,-3.28725387274541,0.01078,0.0678544785276074
"CD55_IL10RB","CD55","IL10RB",698,80,1.72718648942269e-05,2.45186183047545e-06,342,-3.28370736325897,0.01157,0.0715109638554217
"PPIA_CXCR4","PPIA","CXCR4",2143,404,5.30280894961723e-05,1.2381902243901e-05,695,-3.28254516868399,0.00082,0.0107794936708861
"EREG_CD74","EREG","CD74",5226,266,0.000129316283577693,8.15244058633088e-06,322,-3.27450508871111,0.36319,0.868577557603687
"IL23A_ACVR1","IL23A","ACVR1",512,74,1.26693335613813e-05,2.26797219318979e-06,87,-3.27102695340056,0.11422,0.370853544303797
"IL23A_ADGRG6","IL23A","ADGRG6",512,74,1.26693335613813e-05,2.26797219318979e-06,87,-3.27102691127553,0.1297,0.406948623853211
"EREG_SORT1","EREG","SORT1",5226,266,0.000129316283577693,8.15244058633088e-06,322,-3.2506210838071,0.36642,0.868577557603687
"AREG_CD36","AREG","CD36",4111,652,0.000101725840372732,1.99826739183749e-05,509,-3.24891932407172,0.00283,0.0259248214285714
"THBS1_IGF1R","THBS1","IGF1R",5434,421,0.000134463200337004,1.29029228828771e-05,454,-3.23771753172257,0.04664,0.20406485106383
"IL23A_BSG","IL23A","BSG",512,74,1.26693335613813e-05,2.26797219318979e-06,87,-3.23575203747724,0.09181,0.320807593220339
"EREG_EGFR","EREG","EGFR",5226,266,0.000129316283577693,8.15244058633088e-06,322,-3.23020149605444,0.40502,0.9234456
"IL1B_LTBR","IL1B","LTBR",7883,1070,0.000195063196219471,3.27936519826092e-05,493,-3.22731381388008,0.0137,0.0807827586206896
"TNF_IL1R1","TNF","IL1R1",1104,98,2.73182504917285e-05,3.00353074233243e-06,226,-3.2258341494684,0.20569,0.596152372881356
"IL10_ACVR1","IL10","ACVR1",259,40,6.40890115702689e-06,1.22593091523773e-06,126,-3.17535998399625,0.03494,0.164442385321101
"IL10_ADGRG6","IL10","ADGRG6",259,40,6.40890115702689e-06,1.22593091523773e-06,126,-3.17535990668242,0.04906,0.2097315
"IL1A_ITGAV","IL1A","ITGAV",692,50,1.71233961415545e-05,1.53241364404716e-06,125,-3.17311856943094,0.36907,0.870496137931034
"KLRB1_TNFRSF1A","KLRB1","TNFRSF1A",208,27,5.14691675931117e-06,8.27503367785466e-07,131,-3.16757105479338,0.02847,0.141112173913043
