"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"IL1B_IL6ST","IL1B","IL6ST",7883,1070,0.000193916130474093,3.28932028102354e-05,493,-1.54201627868725,0.9964,1
"LTB_MERTK","LTB","MERTK",92,70,2.26313383275613e-06,2.15189177263222e-06,97,-1.53773941348106,0.91359,1
"CCL3_SIGLEC1","CCL3","SIGLEC1",4991,1343,0.00012277501042702,4.12855807235011e-05,495,-1.53685819624893,0.87063,1
"APP_CALCRL","APP","CALCRL",122,22,3.00111225648096e-06,6.7630884282727e-07,117,-1.53675025797769,0.61584,1
"LGALS3_PLXNB2","LGALS3","PLXNB2",1044,296,2.56816491456239e-05,9.09942806713054e-06,412,-1.53672909953951,0.70293,1
"ITGB1_CCR6","ITGB1","CCR6",465,106,1.14386655677348e-05,3.25857896998594e-06,327,-1.53596885650377,0.71711,1
"CD99_ITGAM","CD99","ITGAM",207,51,5.0920511237013e-06,1.56780686291776e-06,182,-1.53335577144239,0.93093,1
"ITGB1_FPR3","ITGB1","FPR3",465,106,1.14386655677348e-05,3.25857896998594e-06,327,-1.5333439895876,0.89945,1
"APP_TNFRSF1A","APP","TNFRSF1A",122,22,3.00111225648096e-06,6.7630884282727e-07,117,-1.53286303848351,0.69724,1
"INHBA_TLR8","INHBA","TLR8",221,41,5.43644105477288e-06,1.26039375254173e-06,95,-1.53256281678657,0.99207,1
"IL1B_ADGRE2","IL1B","ADGRE2",7883,1070,0.000193916130474093,3.28932028102354e-05,493,-1.53238891583262,0.99809,1
"VEGFB_ITGAM","VEGFB","ITGAM",158,39,3.88668636495075e-06,1.19891113046652e-06,143,-1.53067205532316,0.69979,1
"CXCL12_ACVR1B","CXCL12","ACVR1B",204,21,5.01825328132881e-06,6.45567531789667e-07,137,-1.52936141622261,0.40813,1
"IL1B_IL1RAP","IL1B","IL1RAP",7883,1070,0.000193916130474093,3.28932028102354e-05,493,-1.52923600975363,0.99308,1
