"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"IL10_CCRL2","IL10","CCRL2",406,173,1.00337172441145e-05,5.2990190504942e-06,250,-1.83438236540389,0.26072,0.824061428571429
"B2M_CD209","B2M","CD209",41570,35581,0.00102734390600453,0.00108985200483025,1676,-1.83138735332616,0.16154,0.568235555555555
"ICAM2_ACVR1","ICAM2","ACVR1",115,30,2.84206276619007e-06,9.18905037657954e-07,131,-1.83127518172061,0.58395,1
"APP_ITGAM","APP","ITGAM",208,123,5.14042656841334e-06,3.76751065439761e-06,262,-1.83052655738259,0.2923,0.8913204385278
"ICAM2_IL10RB","ICAM2","IL10RB",115,30,2.84206276619007e-06,9.18905037657954e-07,131,-1.82909915775871,0.62828,1
"F11R_CCRL2","F11R","CCRL2",105,45,2.59492687347789e-06,1.37835755648693e-06,135,-1.82606174459491,0.26822,0.840264424778761
"PPIA_CCRL2","PPIA","CCRL2",2613,1122,6.45766087656926e-05,3.43670484084075e-05,1105,-1.82331072193157,0.33942,0.998263957703928
"VEGFB_ADGRE5","VEGFB","ADGRE5",137,26,3.38576173015687e-06,7.96384365970227e-07,129,-1.81323344595513,0.93154,1
"ICOSLG_CD209","ICOSLG","CD209",79,69,1.95237355242622e-06,2.11348158661329e-06,128,-1.80219156880232,0.4803,1
"RNASET2_IFNGR1","RNASET2","IFNGR1",1420,508,3.50932967651296e-05,1.55601253043413e-05,800,-1.80188633998588,0.0801,0.332171884984026
"IL10_FPR3","IL10","FPR3",406,173,1.00337172441145e-05,5.2990190504942e-06,250,-1.80043509448199,0.29281,0.891479390148554
"LRPAP1_BCR","LRPAP1","BCR",501,159,1.23815082248802e-05,4.87019669958715e-06,428,-1.79641326110417,0.28926,0.886214350904799
"HEBP1_IFNGR1","HEBP1","IFNGR1",153,55,3.78117915849635e-06,1.68465923570625e-06,187,-1.79492344957139,0.05419,0.243386228373702
"TNFSF12_IL1RAP","TNFSF12","IL1RAP",95,43,2.34779098076571e-06,1.31709722064307e-06,119,-1.79430568546325,0.3911,1
"ICAM2_TNFRSF1A","ICAM2","TNFRSF1A",115,30,2.84206276619007e-06,9.18905037657954e-07,131,-1.79305290813174,0.66955,1
"F11R_FPR3","F11R","FPR3",105,45,2.59492687347789e-06,1.37835755648693e-06,135,-1.79211464718701,0.2989,0.905771673151751
"IL10_FPR1","IL10","FPR1",406,173,1.00337172441145e-05,5.2990190504942e-06,250,-1.79199151913835,0.29052,0.887282258823529
"VEGFB_IL18R1","VEGFB","IL18R1",137,26,3.38576173015687e-06,7.96384365970227e-07,129,-1.7915426707992,0.87504,1
"PPIA_FPR3","PPIA","FPR3",2613,1122,6.45766087656926e-05,3.43670484084075e-05,1105,-1.78936339941399,0.38117,1
"F11R_FPR1","F11R","FPR1",105,45,2.59492687347789e-06,1.37835755648693e-06,135,-1.78367350810047,0.29745,0.902782774746687
"PPIA_FPR1","PPIA","FPR1",2613,1122,6.45766087656926e-05,3.43670484084075e-05,1105,-1.78091909695911,0.38309,1
"APLP2_ITGAM","APLP2","ITGAM",1099,674,2.71602346090686e-05,2.0644733179382e-05,759,-1.77798365350626,0.4658,1
"IL10_SIGLEC10","IL10","SIGLEC10",406,173,1.00337172441145e-05,5.2990190504942e-06,250,-1.7640235241731,0.2849,0.877690348101266
"IL18_PLAUR","IL18","PLAUR",340,95,8.40262035221412e-06,2.90986595258352e-06,294,-1.76391346129524,0.45165,1
"VEGFB_IL6R","VEGFB","IL6R",137,26,3.38576173015687e-06,7.96384365970227e-07,129,-1.76196971859963,0.94011,1
"LRPAP1_CD72","LRPAP1","CD72",501,159,1.23815082248802e-05,4.87019669958715e-06,428,-1.76171048788042,0.24186,0.778864310487201
"TGFB1_CD209","TGFB1","CD209",480,432,1.18625228501846e-05,1.32322325422745e-05,554,-1.75895219860073,0.41225,1
"IL18_IL27RA","IL18","IL27RA",340,95,8.40262035221412e-06,2.90986595258352e-06,294,-1.75718457725187,0.47727,1
"IL18_SIRPA","IL18","SIRPA",340,95,8.40262035221412e-06,2.90986595258352e-06,294,-1.75608636446308,0.46844,1
"F11R_SIGLEC10","F11R","SIGLEC10",105,45,2.59492687347789e-06,1.37835755648693e-06,135,-1.75570577973958,0.28895,0.885961653543307
"PPIA_SIGLEC10","PPIA","SIGLEC10",2613,1122,6.45766087656926e-05,3.43670484084075e-05,1105,-1.75295102249661,0.39053,1
"VEGFB_IL1R1","VEGFB","IL1R1",137,26,3.38576173015687e-06,7.96384365970227e-07,129,-1.75194266549603,0.86551,1
"TNFSF12_CCRL2","TNFSF12","CCRL2",95,43,2.34779098076571e-06,1.31709722064307e-06,119,-1.74726000723245,0.41782,1
"GAS6_CSF3R","GAS6","CSF3R",67,49,1.65581048117161e-06,1.50087822817466e-06,102,-1.74000702886064,0.21414,0.708463177570093
"IL18_ACVR1","IL18","ACVR1",340,95,8.40262035221412e-06,2.90986595258352e-06,294,-1.73223215635794,0.50326,1
"IL18_IL10RB","IL18","IL10RB",340,95,8.40262035221412e-06,2.90986595258352e-06,294,-1.73003888825951,0.50158,1
"TNFSF12_FPR3","TNFSF12","FPR3",95,43,2.34779098076571e-06,1.31709722064307e-06,119,-1.71331292073217,0.4503,1
"TNFSF12_FPR1","TNFSF12","FPR1",95,43,2.34779098076571e-06,1.31709722064307e-06,119,-1.70487185705198,0.45777,1
"RNASET2_SORT1","RNASET2","SORT1",1420,508,3.50932967651296e-05,1.55601253043413e-05,800,-1.69762350268109,0.40148,1
"SELPLG_ITGAM","SELPLG","ITGAM",111,72,2.7432084091052e-06,2.20537209037909e-06,153,-1.69708324887366,0.44235,1
"IL18_TNFRSF1A","IL18","TNFRSF1A",340,95,8.40262035221412e-06,2.90986595258352e-06,294,-1.6939924243805,0.5552,1
"HEBP1_SORT1","HEBP1","SORT1",153,55,3.78117915849635e-06,1.68465923570625e-06,187,-1.69065044285021,0.28862,0.885647186761229
"IL10_MERTK","IL10","MERTK",406,173,1.00337172441145e-05,5.2990190504942e-06,250,-1.6823757420963,0.47356,1
"RNASET2_CD36","RNASET2","CD36",1420,508,3.50932967651296e-05,1.55601253043413e-05,800,-1.68055098320555,0.3602,1
"TNFSF12_SIGLEC10","TNFSF12","SIGLEC10",95,43,2.34779098076571e-06,1.31709722064307e-06,119,-1.67690413903035,0.48301,1
"THBS1_IL1RAP","THBS1","IL1RAP",8918,4383,0.000220395789120722,0.000134252026001827,952,-1.67553473251744,0.4404,1
"F11R_MERTK","F11R","MERTK",105,45,2.59492687347789e-06,1.37835755648693e-06,135,-1.67404511911592,0.47623,1
"HEBP1_CD36","HEBP1","CD36",153,55,3.78117915849635e-06,1.68465923570625e-06,187,-1.67358608959221,0.21458,0.70931623089983
"PPIA_MERTK","PPIA","MERTK",2613,1122,6.45766087656926e-05,3.43670484084075e-05,1105,-1.67130708625742,0.5144,1
"SEMA4D_CSF3R","SEMA4D","CSF3R",168,130,4.15188299756462e-06,3.98192182985113e-06,247,-1.65858182776184,0.58237,1
"VEGFB_IL6ST","VEGFB","IL6ST",137,26,3.38576173015687e-06,7.96384365970227e-07,129,-1.65594416543939,0.9668,1
"ICAM2_LILRB2","ICAM2","LILRB2",115,30,2.84206276619007e-06,9.18905037657954e-07,131,-1.65488928935827,0.79653,1
"CD1D_TNFRSF14","CD1D","TNFRSF14",346,41,8.55090188784143e-06,1.2558368847992e-06,251,-1.65427984422291,0.87148,1
"ICAM2_CCR6","ICAM2","CCR6",115,30,2.84206276619007e-06,9.18905037657954e-07,131,-1.6516837980732,0.78263,1
"LGALS9_IL1RAP","LGALS9","IL1RAP",518,259,1.28016392424909e-05,7.93321349178033e-06,520,-1.65073043735588,0.53217,1
"ICAM2_CD74","ICAM2","CD74",115,30,2.84206276619007e-06,9.18905037657954e-07,131,-1.65028595481183,0.89391,1
"EBI3_CD209","EBI3","CD209",74,72,1.82880560607013e-06,2.20537209037909e-06,108,-1.64646504662928,0.27262,0.849265824
"ICAM2_TLR8","ICAM2","TLR8",115,30,2.84206276619007e-06,9.18905037657954e-07,131,-1.63863180402666,0.70511,1
"IL10_ADGRE2","IL10","ADGRE2",406,173,1.00337172441145e-05,5.2990190504942e-06,250,-1.63481845064178,0.44734,1
"IL10_CCR1","IL10","CCR1",406,173,1.00337172441145e-05,5.2990190504942e-06,250,-1.63296481827636,0.46491,1
"IL10_IL12RB1","IL10","IL12RB1",406,173,1.00337172441145e-05,5.2990190504942e-06,250,-1.63296481827636,0.46412,1
"THBS1_CCRL2","THBS1","CCRL2",8918,4383,0.000220395789120722,0.000134252026001827,952,-1.62847801412365,0.48202,1
"F11R_ADGRE2","F11R","ADGRE2",105,45,2.59492687347789e-06,1.37835755648693e-06,135,-1.6264994688928,0.45717,1
"IL10_AXL","IL10","AXL",406,173,1.00337172441145e-05,5.2990190504942e-06,250,-1.62466456688491,0.46001,1
"F11R_CCR1","F11R","CCR1",105,45,2.59492687347789e-06,1.37835755648693e-06,135,-1.62463779789274,0.4724,1
"F11R_IL12RB1","F11R","IL12RB1",105,45,2.59492687347789e-06,1.37835755648693e-06,135,-1.62463779789274,0.472,1
"PPIA_ADGRE2","PPIA","ADGRE2",2613,1122,6.45766087656926e-05,3.43670484084075e-05,1105,-1.62374631890062,0.59228,1
"RNASET2_BCR","RNASET2","BCR",1420,508,3.50932967651296e-05,1.55601253043413e-05,800,-1.62362295167568,0.46713,1
"CCL20_ITGAM","CCL20","ITGAM",2854,1950,7.05325837800562e-05,5.9728827447767e-05,506,-1.62212565375098,0.4976,1
"PPIA_CCR1","PPIA","CCR1",2613,1122,6.45766087656926e-05,3.43670484084075e-05,1105,-1.62189508743202,0.56625,1
"PPIA_IL12RB1","PPIA","IL12RB1",2613,1122,6.45766087656926e-05,3.43670484084075e-05,1105,-1.62189508743202,0.56683,1
"CD55_ITGAM","CD55","ITGAM",1814,1242,4.48304509379895e-05,3.80426685590393e-05,912,-1.61912325631305,0.53557,1
